,source,target,source_id,target_id
11958,Armed Assault,Military,1,13
11959,Assassination,Private Citizens & Property,0,16
11960,Assassination,Government (General),0,14
11961,Assassination,Private Citizens & Property,0,16
11962,Bombing/Explosion,Utilities,7,19
11963,Bombing/Explosion,Utilities,7,19
11964,Bombing/Explosion,Religious Figures/Institutions,7,23
11965,Bombing/Explosion,Military,7,13
11966,Bombing/Explosion,Utilities,7,19
11967,Bombing/Explosion,Utilities,7,19
11968,Bombing/Explosion,Utilities,7,19
11969,Bombing/Explosion,Utilities,7,19
11970,Armed Assault,Military,1,13
11971,Armed Assault,Private Citizens & Property,1,16
11972,Facility/Infrastructure Attack,Police,6,9
11973,Hostage Taking (Kidnapping),Government (Diplomatic),2,12
11974,Hostage Taking (Kidnapping),Journalists & Media,2,18
11975,Assassination,Violent Political Party,0,30
11976,Hostage Taking (Kidnapping),Private Citizens & Property,2,16
11977,Assassination,Government (General),0,14
11978,Hostage Taking (Kidnapping),Government (General),2,14
11979,Armed Assault,Business,1,11
11980,Armed Assault,Military,1,13
11981,Bombing/Explosion,Police,7,9
11982,Bombing/Explosion,Educational Institution,7,10
11983,Armed Assault,Government (General),1,14
11984,Assassination,Religious Figures/Institutions,0,23
11985,Assassination,Government (General),0,14
11986,Assassination,Government (General),0,14
11987,Armed Assault,Business,1,11
11988,Bombing/Explosion,Religious Figures/Institutions,7,23
11989,Armed Assault,Military,1,13
11990,Bombing/Explosion,Violent Political Party,7,30
11991,Armed Assault,Transportation,1,22
11992,Bombing/Explosion,Government (General),7,14
11993,Bombing/Explosion,Utilities,7,19
11994,Bombing/Explosion,Private Citizens & Property,7,16
11995,Bombing/Explosion,Military,7,13
11996,Armed Assault,Military,1,13
11997,Bombing/Explosion,Private Citizens & Property,7,16
11998,Assassination,Government (General),0,14
11999,Assassination,Government (General),0,14
12000,Assassination,Police,0,9
12001,Armed Assault,Private Citizens & Property,1,16
12002,Assassination,Government (General),0,14
12003,Assassination,Government (Diplomatic),0,12
12004,Bombing/Explosion,Military,7,13
12005,Hostage Taking (Barricade Incident),Journalists & Media,5,18
12006,Armed Assault,Transportation,1,22
12007,Armed Assault,Transportation,1,22
12008,Armed Assault,Transportation,1,22
12009,Armed Assault,Transportation,1,22
12010,Armed Assault,Transportation,1,22
12011,Armed Assault,Transportation,1,22
12012,Bombing/Explosion,Military,7,13
12013,Armed Assault,Transportation,1,22
12014,Armed Assault,Transportation,1,22
12015,Armed Assault,Transportation,1,22
12016,Armed Assault,Transportation,1,22
12017,Armed Assault,Transportation,1,22
12018,Armed Assault,Transportation,1,22
12019,Armed Assault,Transportation,1,22
12020,Armed Assault,Transportation,1,22
12021,Armed Assault,Transportation,1,22
12022,Armed Assault,Transportation,1,22
12023,Armed Assault,Transportation,1,22
12024,Armed Assault,Transportation,1,22
12025,Armed Assault,Transportation,1,22
12026,Assassination,Government (General),0,14
12027,Bombing/Explosion,Business,7,11
12028,Bombing/Explosion,Government (General),7,14
12029,Bombing/Explosion,Business,7,11
12030,Bombing/Explosion,Business,7,11
12031,Bombing/Explosion,Business,7,11
12032,Bombing/Explosion,Government (General),7,14
12033,Bombing/Explosion,Private Citizens & Property,7,16
12034,Facility/Infrastructure Attack,Educational Institution,6,10
12035,Bombing/Explosion,Educational Institution,7,10
12036,Bombing/Explosion,Educational Institution,7,10
12037,Bombing/Explosion,Educational Institution,7,10
12038,Bombing/Explosion,Private Citizens & Property,7,16
12039,Bombing/Explosion,Private Citizens & Property,7,16
12040,Bombing/Explosion,Utilities,7,19
12041,Bombing/Explosion,Utilities,7,19
12042,Bombing/Explosion,Utilities,7,19
12043,Bombing/Explosion,Business,7,11
12044,Bombing/Explosion,Business,7,11
12045,Bombing/Explosion,Government (General),7,14
12046,Bombing/Explosion,Government (Diplomatic),7,12
12047,Bombing/Explosion,Business,7,11
12048,Bombing/Explosion,Business,7,11
12049,Bombing/Explosion,Business,7,11
12050,Armed Assault,Private Citizens & Property,1,16
12051,Armed Assault,Terrorists/Non-State Militia,1,25
12052,Assassination,Business,0,11
12053,Assassination,Private Citizens & Property,0,16
12054,Assassination,Private Citizens & Property,0,16
12055,Bombing/Explosion,Government (General),7,14
12056,Armed Assault,Police,1,9
12057,Armed Assault,Police,1,9
12058,Assassination,Military,0,13
12059,Armed Assault,Police,1,9
12060,Assassination,Journalists & Media,0,18
12061,Assassination,Government (General),0,14
12062,Assassination,Educational Institution,0,10
12063,Bombing/Explosion,Business,7,11
12064,Bombing/Explosion,Utilities,7,19
12065,Bombing/Explosion,Utilities,7,19
12066,Bombing/Explosion,Utilities,7,19
12067,Armed Assault,Police,1,9
12068,Armed Assault,Police,1,9
12069,Assassination,Military,0,13
12070,Bombing/Explosion,Utilities,7,19
12071,Bombing/Explosion,Educational Institution,7,10
12072,Bombing/Explosion,Educational Institution,7,10
12073,Hostage Taking (Barricade Incident),Journalists & Media,5,18
12074,Assassination,Military,0,13
12075,Assassination,Government (General),0,14
12076,Armed Assault,Transportation,1,22
12077,Bombing/Explosion,Government (Diplomatic),7,12
12078,Assassination,Private Citizens & Property,0,16
12079,Assassination,Educational Institution,0,10
12080,Assassination,Educational Institution,0,10
12081,Assassination,Educational Institution,0,10
12082,Assassination,Military,0,13
12083,Bombing/Explosion,Private Citizens & Property,7,16
12084,Bombing/Explosion,Utilities,7,19
12085,Hostage Taking (Barricade Incident),Journalists & Media,5,18
12086,Assassination,Military,0,13
12087,Bombing/Explosion,Government (General),7,14
12088,Bombing/Explosion,Violent Political Party,7,30
12089,Hostage Taking (Barricade Incident),Police,5,9
12090,Bombing/Explosion,Religious Figures/Institutions,7,23
12091,Assassination,Government (General),0,14
12092,Assassination,Police,0,9
12093,Assassination,Educational Institution,0,10
12094,Assassination,Government (General),0,14
12095,Bombing/Explosion,Utilities,7,19
12096,Bombing/Explosion,Utilities,7,19
12097,Bombing/Explosion,Utilities,7,19
12098,Assassination,Military,0,13
12099,Assassination,Business,0,11
12100,Bombing/Explosion,Business,7,11
12101,Bombing/Explosion,Business,7,11
12102,Bombing/Explosion,Religious Figures/Institutions,7,23
12103,Bombing/Explosion,Government (Diplomatic),7,12
12104,Bombing/Explosion,Police,7,9
12105,Bombing/Explosion,Business,7,11
12106,Assassination,Police,0,9
12107,Assassination,Police,0,9
12108,Hostage Taking (Kidnapping),Government (General),2,14
12109,Bombing/Explosion,Government (General),7,14
12110,Bombing/Explosion,Government (Diplomatic),7,12
12111,Armed Assault,Private Citizens & Property,1,16
12112,Armed Assault,Military,1,13
12113,Bombing/Explosion,Police,7,9
12114,Armed Assault,Private Citizens & Property,1,16
12115,Bombing/Explosion,Business,7,11
12116,Bombing/Explosion,Business,7,11
12117,Bombing/Explosion,Business,7,11
12118,Bombing/Explosion,Business,7,11
12119,Bombing/Explosion,Business,7,11
12120,Assassination,Private Citizens & Property,0,16
12121,Assassination,Private Citizens & Property,0,16
12122,Assassination,Government (General),0,14
12123,Assassination,Government (General),0,14
12124,Assassination,Government (General),0,14
12125,Assassination,Business,0,11
12126,Assassination,Government (General),0,14
12127,Bombing/Explosion,Business,7,11
12128,Armed Assault,Private Citizens & Property,1,16
12129,Armed Assault,Private Citizens & Property,1,16
12130,Armed Assault,Terrorists/Non-State Militia,1,25
12131,Armed Assault,Police,1,9
12132,Armed Assault,Government (General),1,14
12133,Assassination,Government (General),0,14
12134,Assassination,Government (General),0,14
12135,Bombing/Explosion,Government (General),7,14
12136,Hostage Taking (Kidnapping),Business,2,11
12137,Hostage Taking (Kidnapping),Business,2,11
12138,Armed Assault,Police,1,9
12139,Bombing/Explosion,Business,7,11
12140,Armed Assault,Private Citizens & Property,1,16
12141,Hostage Taking (Kidnapping),Private Citizens & Property,2,16
12142,Armed Assault,Military,1,13
12143,Armed Assault,Police,1,9
12144,Bombing/Explosion,Religious Figures/Institutions,7,23
12145,Hostage Taking (Kidnapping),Business,2,11
12146,Bombing/Explosion,Government (General),7,14
12147,Assassination,Government (General),0,14
12148,Bombing/Explosion,Business,7,11
12149,Bombing/Explosion,Business,7,11
12150,Facility/Infrastructure Attack,Religious Figures/Institutions,6,23
12151,Bombing/Explosion,Business,7,11
12152,Bombing/Explosion,Business,7,11
12153,Bombing/Explosion,Private Citizens & Property,7,16
12154,Bombing/Explosion,Religious Figures/Institutions,7,23
12155,Bombing/Explosion,Private Citizens & Property,7,16
12156,Bombing/Explosion,Private Citizens & Property,7,16
12157,Bombing/Explosion,Government (Diplomatic),7,12
12158,Armed Assault,Government (Diplomatic),1,12
12159,Bombing/Explosion,Business,7,11
12160,Bombing/Explosion,Business,7,11
12161,Assassination,Educational Institution,0,10
12162,Assassination,Government (General),0,14
12163,Facility/Infrastructure Attack,Police,6,9
12164,Assassination,Private Citizens & Property,0,16
12165,Bombing/Explosion,Utilities,7,19
12166,Armed Assault,Military,1,13
12167,Bombing/Explosion,Government (General),7,14
12168,Bombing/Explosion,Government (Diplomatic),7,12
12169,Bombing/Explosion,Business,7,11
12170,Bombing/Explosion,Government (Diplomatic),7,12
12171,Bombing/Explosion,Government (Diplomatic),7,12
12172,Bombing/Explosion,Government (Diplomatic),7,12
12173,Assassination,Government (General),0,14
12174,Bombing/Explosion,Business,7,11
12175,Bombing/Explosion,Police,7,9
12176,Armed Assault,Military,1,13
12177,Bombing/Explosion,Police,7,9
12178,Hostage Taking (Kidnapping),Private Citizens & Property,2,16
12179,Bombing/Explosion,Business,7,11
12180,Bombing/Explosion,Utilities,7,19
12181,Bombing/Explosion,Transportation,7,22
12182,Bombing/Explosion,Business,7,11
12183,Bombing/Explosion,Religious Figures/Institutions,7,23
12184,Bombing/Explosion,Business,7,11
12185,Bombing/Explosion,Military,7,13
12186,Bombing/Explosion,Transportation,7,22
12187,Armed Assault,Police,1,9
12188,Hijacking,Business,4,11
12189,Armed Assault,Airports & Aircraft,1,15
12190,Hostage Taking (Barricade Incident),Religious Figures/Institutions,5,23
12191,Assassination,Business,0,11
12192,Assassination,Government (General),0,14
12193,Armed Assault,Police,1,9
12194,Armed Assault,Police,1,9
12195,Armed Assault,Private Citizens & Property,1,16
12196,Hostage Taking (Kidnapping),Private Citizens & Property,2,16
12197,Bombing/Explosion,Utilities,7,19
12198,Facility/Infrastructure Attack,Utilities,6,19
12199,Bombing/Explosion,Business,7,11
12200,Bombing/Explosion,Police,7,9
12201,Armed Assault,Private Citizens & Property,1,16
12202,Hostage Taking (Kidnapping),Police,2,9
12203,Armed Assault,Military,1,13
12204,Bombing/Explosion,Utilities,7,19
12205,Facility/Infrastructure Attack,Police,6,9
12206,Bombing/Explosion,Utilities,7,19
12207,Bombing/Explosion,Utilities,7,19
12208,Facility/Infrastructure Attack,Private Citizens & Property,6,16
12209,Assassination,Police,0,9
12210,Assassination,Police,0,9
12211,Assassination,Police,0,9
12212,Armed Assault,Police,1,9
12213,Armed Assault,Military,1,13
12214,Armed Assault,Police,1,9
12215,Armed Assault,Private Citizens & Property,1,16
12216,Hostage Taking (Kidnapping),Police,2,9
12217,Bombing/Explosion,Utilities,7,19
12218,Bombing/Explosion,Police,7,9
12219,Armed Assault,Military,1,13
12220,Armed Assault,Police,1,9
12221,Armed Assault,Police,1,9
12222,Armed Assault,Police,1,9
12223,Armed Assault,Police,1,9
12224,Armed Assault,Police,1,9
12225,Armed Assault,Police,1,9
12226,Bombing/Explosion,Business,7,11
12227,Bombing/Explosion,Private Citizens & Property,7,16
12228,Hijacking,Airports & Aircraft,4,15
12229,Armed Assault,Police,1,9
12230,Bombing/Explosion,Government (General),7,14
12231,Bombing/Explosion,Utilities,7,19
12232,Bombing/Explosion,Government (General),7,14
12233,Assassination,Private Citizens & Property,0,16
12234,Armed Assault,Police,1,9
12235,Armed Assault,Military,1,13
12236,Bombing/Explosion,Government (General),7,14
12237,Facility/Infrastructure Attack,Business,6,11
12238,Armed Assault,Transportation,1,22
12239,Hostage Taking (Kidnapping),Private Citizens & Property,2,16
12240,Bombing/Explosion,Utilities,7,19
12241,Bombing/Explosion,Utilities,7,19
12242,Bombing/Explosion,Private Citizens & Property,7,16
12243,Armed Assault,Private Citizens & Property,1,16
12244,Assassination,Government (General),0,14
12245,Armed Assault,Military,1,13
12246,Hostage Taking (Kidnapping),Private Citizens & Property,2,16
12247,Bombing/Explosion,Government (General),7,14
12248,Facility/Infrastructure Attack,Business,6,11
12249,Armed Assault,Business,1,11
12250,Armed Assault,Private Citizens & Property,1,16
12251,Armed Assault,Military,1,13
12252,Hostage Taking (Barricade Incident),Government (Diplomatic),5,12
12253,Hostage Taking (Kidnapping),Business,2,11
12254,Bombing/Explosion,Religious Figures/Institutions,7,23
12255,Bombing/Explosion,Government (Diplomatic),7,12
12256,Facility/Infrastructure Attack,Government (Diplomatic),6,12
12257,Facility/Infrastructure Attack,Government (Diplomatic),6,12
12258,Armed Assault,Private Citizens & Property,1,16
12259,Armed Assault,Police,1,9
12260,Bombing/Explosion,Religious Figures/Institutions,7,23
12261,Bombing/Explosion,Religious Figures/Institutions,7,23
12262,Facility/Infrastructure Attack,Government (Diplomatic),6,12
12263,Bombing/Explosion,Religious Figures/Institutions,7,23
12264,Bombing/Explosion,Business,7,11
12265,Bombing/Explosion,Business,7,11
12266,Bombing/Explosion,Business,7,11
12267,Bombing/Explosion,Transportation,7,22
12268,Facility/Infrastructure Attack,Business,6,11
12269,Facility/Infrastructure Attack,Religious Figures/Institutions,6,23
12270,Hostage Taking (Barricade Incident),Business,5,11
12271,Bombing/Explosion,Business,7,11
12272,Facility/Infrastructure Attack,Transportation,6,22
12273,Hostage Taking (Kidnapping),Business,2,11
12274,Bombing/Explosion,Religious Figures/Institutions,7,23
12275,Facility/Infrastructure Attack,Utilities,6,19
12276,Bombing/Explosion,Religious Figures/Institutions,7,23
12277,Bombing/Explosion,Religious Figures/Institutions,7,23
12278,Bombing/Explosion,Religious Figures/Institutions,7,23
12279,Bombing/Explosion,Business,7,11
12280,Bombing/Explosion,Utilities,7,19
12281,Bombing/Explosion,Police,7,9
12282,Bombing/Explosion,Utilities,7,19
12283,Bombing/Explosion,Government (Diplomatic),7,12
12284,Armed Assault,Utilities,1,19
12285,Armed Assault,Military,1,13
12286,Bombing/Explosion,Utilities,7,19
12287,Assassination,Police,0,9
12288,Bombing/Explosion,Journalists & Media,7,18
12289,Bombing/Explosion,Utilities,7,19
12290,Bombing/Explosion,Business,7,11
12291,Bombing/Explosion,Airports & Aircraft,7,15
12292,Assassination,Police,0,9
12293,Bombing/Explosion,Government (Diplomatic),7,12
12294,Armed Assault,Government (Diplomatic),1,12
12295,Bombing/Explosion,Religious Figures/Institutions,7,23
12296,Facility/Infrastructure Attack,Business,6,11
12297,Bombing/Explosion,Private Citizens & Property,7,16
12298,Bombing/Explosion,Government (Diplomatic),7,12
12299,Bombing/Explosion,Government (Diplomatic),7,12
12300,Bombing/Explosion,Business,7,11
12301,Assassination,Journalists & Media,0,18
12302,Bombing/Explosion,Utilities,7,19
12303,Armed Assault,Police,1,9
12304,Bombing/Explosion,Government (Diplomatic),7,12
12305,Bombing/Explosion,Government (Diplomatic),7,12
