,gname,country_txt
680,Revolutionary Armed Forces of Colombia (FARC),Colombia
681,M-19 (Movement of April 19),Colombia
682,Shining Path (SL),Peru
683,Unknown,Colombia
684,Montoneros (Argentina),Argentina
685,Unknown,Colombia
686,Revolutionary Workers Party of Bolivia (PRTB),Bolivia
687,Montoneros (Argentina),Argentina
688,Unknown,Ecuador
689,Peruvian Anti-Communist Alliance (AAP),Peru
690,Revolutionary Armed Forces of Colombia (FARC),Colombia
691,Revolutionary Armed Forces of Colombia (FARC),Colombia
692,Unknown,Ecuador
693,Unknown,Ecuador
694,Unknown,Ecuador
695,Unknown,Ecuador
696,Unknown,Chile
697,Unknown,Peru
698,Unknown,Bolivia
699,M-19 (Movement of April 19),Colombia
700,Unknown,Brazil
701,Unknown,Brazil
702,National Liberation Army of Colombia (ELN),Colombia
703,Argentine Anticommunist Alliance (AAA),Argentina
704,Argentine Anticommunist Alliance (AAA),Argentina
705,Unknown,Colombia
706,Broad Commando of National Liberation,Colombia
707,Unknown,Colombia
708,Red Guard,Colombia
709,Red Guard,Colombia
710,Che Guevara Brigade,Colombia
711,Che Guevara Brigade,Colombia
712,Che Guevara Brigade,Colombia
713,Unknown,Venezuela
714,Unknown,Colombia
715,Unknown,Venezuela
716,Unknown,Colombia
717,Unknown,Colombia
718,Unknown,Colombia
719,Unknown,Venezuela
720,Unknown,Colombia
721,Revolutionary Armed Forces of Colombia (FARC),Colombia
722,M-19 (Movement of April 19),Colombia
723,M-19 (Movement of April 19),Colombia
724,Montoneros (Argentina),Argentina
725,Unknown,Chile
726,Unknown,Colombia
727,People's Temple,Guyana
728,Unknown,Venezuela
729,Unknown,Chile
730,Unknown,Colombia
731,Revolutionary Armed Forces of Colombia (FARC),Colombia
732,Revolutionary Armed Forces of Colombia (FARC),Colombia
733,Revolutionary Armed Forces of Colombia (FARC),Colombia
734,ATALA,Ecuador
735,Unknown,Colombia
736,Workers' Self-Defense Movement (MAO),Colombia
737,Unknown,Colombia
738,Popular Liberation Army (EPL),Colombia
739,Unknown,Venezuela
740,Unknown,Chile
741,Unknown,Chile
742,Unknown,Chile
743,American Anticommunist Association (AAA),Colombia
744,Unknown,Argentina
745,Unknown,Venezuela
746,Unknown,Ecuador
747,Unknown,Argentina
748,Unknown,Colombia
749,Red Guard,Colombia
750,Revolutionary Armed Forces of Colombia (FARC),Colombia
751,Revolutionary Armed Forces of Colombia (FARC),Colombia
752,Revolutionary Armed Forces of Colombia (FARC),Colombia
753,Unknown,Argentina
754,Popular Liberation Army (EPL),Colombia
755,Popular Liberation Army (EPL),Colombia
756,Politico-Military Revolutionary Command,Peru
757,Unknown,Argentina
758,Revolutionary Armed Forces of Colombia (FARC),Colombia
759,Revolutionary Armed Forces of Colombia (FARC),Colombia
760,Popular Liberation Army (EPL),Colombia
761,Unknown,Peru
762,Armed Forces of National Resistance (FARN),Colombia
763,Unknown,Argentina
764,Revolutionary Armed Forces of Colombia (FARC),Colombia
765,M-19 (Movement of April 19),Colombia
766,Unknown,Peru
767,Unknown,Colombia
768,Unknown,Colombia
769,Revolutionary Armed Forces of Colombia (FARC),Colombia
770,Unknown,Colombia
771,Popular Liberation Army (EPL),Colombia
772,M-19 (Movement of April 19),Colombia
773,Workers' Self-Defense Movement (MAO),Colombia
774,Unknown,Argentina
775,Unknown,Chile
776,Shining Path (SL),Peru
777,Unknown,Chile
778,Revolutionary Armed Forces of Colombia (FARC),Colombia
779,Unknown,Chile
780,Revolutionary Armed Forces of Colombia (FARC),Colombia
781,Revolutionary Armed Forces of Colombia (FARC),Colombia
782,National Liberation Army of Colombia (ELN),Colombia
783,Revolutionary Armed Forces of Colombia (FARC),Colombia
784,Unknown,Venezuela
785,Unknown,Venezuela
786,M-19 (Movement of April 19),Colombia
787,Unknown,Colombia
788,National Liberation Army of Colombia (ELN),Colombia
789,Revolutionary Armed Forces of Colombia (FARC),Colombia
790,Revolutionary Armed Forces of Colombia (FARC),Colombia
791,Revolutionary Armed Forces of Colombia (FARC),Colombia
792,Unknown,Chile
793,Unknown,Chile
794,Unknown,Chile
795,Popular Liberation Army (EPL),Colombia
796,Revolutionary Armed Forces of Colombia (FARC),Colombia
797,Popular Liberation Army (EPL),Colombia
798,Revolutionary Armed Forces of Colombia (FARC),Colombia
799,Unknown,Chile
800,Unknown,Chile
801,M-19 (Movement of April 19),Colombia
802,M-19 (Movement of April 19),Colombia
803,Movement of the Revolutionary Left (MIR) (Chile),Chile
804,Revolutionary Armed Forces of Colombia (FARC),Colombia
805,Movement of the Revolutionary Left (MIR) (Chile),Chile
806,Revolutionary Armed Forces of Colombia (FARC),Colombia
807,Popular Liberation Army (EPL),Colombia
808,Popular Liberation Army (EPL),Colombia
809,Popular Liberation Army (EPL),Colombia
810,Popular Liberation Army (EPL),Colombia
811,Unknown,Brazil
812,Unknown,Colombia
813,Workers' Self-Defense Movement (MAO),Colombia
814,Revolutionary Armed Forces of Colombia (FARC),Colombia
815,Movement of the Revolutionary Left (MIR) (Chile),Chile
816,Unknown,Argentina
817,Movement of the Revolutionary Left (MIR) (Chile),Chile
818,Movement of the Revolutionary Left (MIR) (Chile),Chile
819,Unknown,Colombia
820,National Liberation Army of Colombia (ELN),Colombia
821,Movement of the Revolutionary Left (MIR) (Chile),Chile
822,Unknown,Argentina
823,Policarpa Salauarpieta (Women's Command),Colombia
824,M-19 (Movement of April 19),Colombia
825,Movement of the Revolutionary Left (MIR) (Chile),Chile
826,Movement of the Revolutionary Left (MIR) (Chile),Chile
827,Revolutionary Armed Forces of Colombia (FARC),Colombia
828,Movement of the Revolutionary Left (MIR) (Chile),Chile
829,M-19 (Movement of April 19),Colombia
830,Unknown,Chile
831,Popular Liberation Army (EPL),Colombia
832,Unknown,Chile
833,Popular Liberation Army (EPL),Colombia
834,Popular Liberation Army (EPL),Colombia
835,Revolutionary Armed Forces of Colombia (FARC),Colombia
836,Revolutionary Armed Forces of Colombia (FARC),Colombia
837,Unknown,Colombia
838,Unknown,Colombia
839,Popular Liberation Army (EPL),Colombia
840,Unknown,Colombia
841,M-19 (Movement of April 19),Colombia
842,M-19 (Movement of April 19),Colombia
843,Movement of the Revolutionary Left (MIR) (Chile),Chile
844,Movement of the Revolutionary Left (MIR) (Chile),Chile
845,Movement of the Revolutionary Left (MIR) (Chile),Chile
846,Revolutionary Armed Forces of Colombia (FARC),Colombia
847,Revolutionary Armed Forces of Colombia (FARC),Colombia
848,Movement of the Revolutionary Left (MIR) (Chile),Chile
849,Popular Liberation Army (EPL),Colombia
850,Revolutionary Armed Forces of Colombia (FARC),Colombia
851,Movement of the Revolutionary Left (MIR) (Chile),Chile
852,Movement of the Revolutionary Left (MIR) (Chile),Chile
853,Unknown,Colombia
854,Revolutionary Armed Forces of Colombia (FARC),Colombia
855,Unknown,Chile
856,Unknown,Chile
857,Unknown,Colombia
858,Unknown,Colombia
859,Popular Liberation Army (EPL),Colombia
860,Colombians,Venezuela
861,Revolutionary Armed Forces of Colombia (FARC),Colombia
862,Unknown,Colombia
863,Movement of the Revolutionary Left (MIR) (Chile),Chile
864,Unknown,Chile
865,Unknown,Chile
866,Revolutionary Armed Forces of Colombia (FARC),Colombia
867,Unknown,Colombia
868,M-19 (Movement of April 19),Colombia
869,Unknown,Ecuador
870,Unknown,Chile
871,Movement of the Revolutionary Left (MIR) (Chile),Chile
872,Unknown,Colombia
873,Unknown,Chile
874,Unknown,Chile
875,Revolutionary Armed Forces of Colombia (FARC),Colombia
876,Unknown,Argentina
877,Unknown,Ecuador
878,Unknown,Brazil
879,Unk (men in army uniforms with arms and gas masks),Guyana
880,Unknown,Colombia
881,Unknown,Colombia
882,Movement of the Revolutionary Left (MIR) (Chile),Chile
883,Movement of the Revolutionary Left (MIR) (Chile),Chile
884,Unknown,Colombia
885,National Liberation Army of Colombia (ELN),Colombia
886,National Liberation Army of Colombia (ELN),Colombia
887,Workers' Self-Defense Movement (MAO),Colombia
888,Movement of the Revolutionary Left (MIR) (Chile),Chile
889,Revolutionary Armed Forces of Colombia (FARC),Colombia
890,Unknown,Chile
891,Unknown,Chile
892,M-19 (Movement of April 19),Colombia
893,Unknown,Colombia
894,Revolutionary Armed Forces of Colombia (FARC),Colombia
895,Revolutionary Armed Forces of Colombia (FARC),Colombia
896,M-19 (Movement of April 19),Colombia
897,Unknown,Argentina
898,Revolutionary Armed Forces of Colombia (FARC),Colombia
899,Revolutionary Armed Forces of Colombia (FARC),Colombia
900,Revolutionary Armed Forces of Colombia (FARC),Colombia
901,Revolutionary Armed Forces of Colombia (FARC),Colombia
902,Revolutionary Armed Forces of Colombia (FARC),Colombia
903,M-19 (Movement of April 19),Colombia
904,M-19 (Movement of April 19),Colombia
905,M-19 (Movement of April 19),Colombia
906,M-19 (Movement of April 19),Colombia
907,Movement of the Revolutionary Left (MIR) (Chile),Chile
908,Movement of the Revolutionary Left (MIR) (Chile),Chile
909,Movement of the Revolutionary Left (MIR) (Chile),Chile
910,Unknown,Brazil
911,Popular Liberation Army (EPL),Colombia
912,Unknown,Argentina
913,M-19 (Movement of April 19),Colombia
914,Revolutionary Armed Forces of Colombia (FARC),Colombia
915,Extremists,Chile
916,Personnel of the National Information Center,Chile
917,M-19 (Movement of April 19),Colombia
918,Revolutionary Armed Forces of Colombia (FARC),Colombia
919,Unknown,Colombia
920,Unknown,Colombia
921,Workers' Self-Defense Movement (MAO),Colombia
922,Unknown,Colombia
923,Unknown,Bolivia
924,Colombian Guerrillas,Colombia
925,Unknown,Colombia
926,Unknown,Colombia
927,Revolutionary Organization of People in Arms (ORPA),Colombia
928,Unknown,Colombia
929,Revolutionary Armed Forces of Colombia (FARC),Colombia
930,Revolutionary Armed Forces of Colombia (FARC),Colombia
931,M-19 (Movement of April 19),Colombia
932,M-19 (Movement of April 19),Colombia
933,M-19 (Movement of April 19),Colombia
934,Unknown,Colombia
935,Revolutionary Armed Forces of Colombia (FARC),Colombia
936,Montoneros (Argentina),Argentina
937,Montoneros (Argentina),Argentina
938,Unknown,Brazil
939,Revolutionary Armed Forces of Colombia (FARC),Colombia
940,National Liberation Army of Colombia (ELN),Colombia
941,M-19 (Movement of April 19),Colombia
942,Revolutionary Armed Forces of Colombia (FARC),Colombia
943,Unknown,Argentina
944,Pro-Palestinian Group,Bolivia
945,Pro-Palestinian Group,Bolivia
946,M-19 (Movement of April 19),Colombia
947,Workers' Self-Defense Movement (MAO),Colombia
948,Pro-Palestinian Group,Bolivia
949,Unknown,Bolivia
950,Unknown,Bolivia
951,Unknown,Bolivia
952,Unknown,Bolivia
953,Unknown,Bolivia
954,Movement of the Revolutionary Left (MIR) (Chile),Chile
955,Movement of the Revolutionary Left (MIR) (Chile),Chile
956,Patriotic Liberation Front (FPL),Colombia
957,Movement of the Revolutionary Left (MIR) (Bolivia),Bolivia
958,Left-Wing Guerrillas,Colombia
959,Unknown,Guyana
960,Unknown,Bolivia
961,Unknown,Venezuela
962,Left-Wing Guerrillas,Colombia
963,Montoneros (Argentina),Argentina
964,Revolutionary Armed Forces of Colombia (FARC),Colombia
965,Revolutionary Armed Forces of Colombia (FARC),Colombia
966,Montoneros (Argentina),Argentina
967,Montoneros (Argentina),Argentina
968,Revolutionary Armed Forces of Colombia (FARC),Colombia
969,Revolutionary Armed Forces of Colombia (FARC),Colombia
970,Montoneros (Argentina),Argentina
971,Workers' Self-Defense Movement (MAO),Colombia
972,Popular Liberation Army (EPL),Colombia
973,M-19 (Movement of April 19),Colombia
974,M-19 (Movement of April 19),Colombia
975,Movement of the Revolutionary Left (MIR) (Chile),Chile
976,M-19 (Movement of April 19),Colombia
977,Revolutionary Armed Forces of Colombia (FARC),Colombia
978,Revolutionary Armed Forces of Colombia (FARC),Colombia
979,M-19 (Movement of April 19),Colombia
980,Movement of the Revolutionary Left (MIR) (Chile),Chile
981,M-19 (Movement of April 19),Colombia
982,Movement of the Revolutionary Left (MIR) (Chile),Chile
983,Popular Liberation Army (EPL),Colombia
984,Revolutionary Armed Forces of Colombia (FARC),Colombia
985,Unknown,Colombia
986,Popular Liberation Army (EPL),Colombia
987,Unknown,Argentina
988,Death Squad,Brazil
989,Montoneros (Argentina),Argentina
990,M-19 (Movement of April 19),Colombia
991,Unknown,Bolivia
992,Unknown,Bolivia
993,Unknown,Bolivia
994,Unknown,Colombia
995,Communist Hunters Command (CCC),Brazil
996,Unknown,Colombia
997,National Liberation Army of Colombia (ELN),Colombia
998,Revolutionary Armed Forces of Colombia (FARC),Colombia
999,Revolutionary Armed Forces of Colombia (FARC),Colombia
1000,Unknown,Colombia
1001,Revolutionary Armed Forces of Colombia (FARC),Colombia
1002,Popular Liberation Army (EPL),Colombia
1003,Revolutionary Armed Forces of Colombia (FARC),Colombia
1004,Revolutionary Armed Forces of Colombia (FARC),Colombia
1005,Communist Hunters Command (CCC),Brazil
1006,Unknown,Bolivia
1007,Unknown,Bolivia
1008,Unknown,Bolivia
1009,National Liberation Army of Colombia (ELN),Colombia
1010,M-19 (Movement of April 19),Colombia
1011,Unknown,Colombia
1012,Unknown,Bolivia
1013,Strikers,Peru
1014,Popular Liberation Army (EPL),Colombia
1015,Unknown,Venezuela
1016,Unknown,Colombia
1017,Revolutionary Workers Party of Bolivia (PRTB),Bolivia
1018,M-19 (Movement of April 19),Colombia
1019,Revolutionary Armed Forces of Colombia (FARC),Colombia
1020,Unknown,Colombia
1021,Unknown,Colombia
1022,Unknown,Bolivia
1023,M-19 (Movement of April 19),Colombia
1024,Movement of the Revolutionary Left (MIR) (Chile),Chile
1025,Movement of the Revolutionary Left (MIR) (Chile),Chile
1026,M-19 (Movement of April 19),Colombia
1027,M-19 (Movement of April 19),Colombia
1028,Unknown,Colombia
1029,National Liberation Army of Colombia (ELN),Colombia
1030,Liga Agraria Campesina,Paraguay
1031,Unknown,Argentina
1032,Death Squad,Brazil
1033,Death Squad,Brazil
1034,Unknown,Bolivia
1035,Movement of the Revolutionary Left (MIR) (Chile),Chile
1036,Unknown,Argentina
1037,National Liberation Army of Colombia (ELN),Colombia
1038,Unknown,Brazil
1039,M-19 (Movement of April 19),Colombia
1040,M-19 (Movement of April 19),Colombia
1041,Revolutionary Armed Forces of Colombia (FARC),Colombia
1042,Unknown,Chile
1043,Unknown,Chile
1044,Unknown,Chile
1045,M-19 (Movement of April 19),Colombia
1046,M-19 (Movement of April 19),Colombia
1047,M-19 (Movement of April 19),Colombia
1048,M-19 (Movement of April 19),Colombia
1049,Workers' Self-Defense Movement (MAO),Colombia
1050,Workers' Self-Defense Movement (MAO),Colombia
1051,Workers' Self-Defense Movement (MAO),Colombia
1052,Workers' Self-Defense Movement (MAO),Colombia
1053,Workers' Self-Defense Movement (MAO),Colombia
1054,Extremists,Chile
1055,M-19 (Movement of April 19),Colombia
1056,M-19 (Movement of April 19),Colombia
1057,M-19 (Movement of April 19),Colombia
1058,M-19 (Movement of April 19),Colombia
1059,M-19 (Movement of April 19),Colombia
1060,M-19 (Movement of April 19),Colombia
1061,M-19 (Movement of April 19),Colombia
1062,M-19 (Movement of April 19),Colombia
1063,Movement of the Revolutionary Left (MIR) (Chile),Chile
1064,Movement of the Revolutionary Left (MIR) (Chile),Chile
1065,Movement of the Revolutionary Left (MIR) (Chile),Chile
1066,Students,Colombia
1067,Revolutionary Armed Forces of Colombia (FARC),Colombia
1068,Unknown,Argentina
1069,Unknown,Colombia
1070,Unknown,Colombia
1071,Unknown,Colombia
1072,Unknown,Colombia
1073,Unknown,Colombia
1074,Movement of the Revolutionary Left (MIR) (Chile),Chile
1075,Movement of the Revolutionary Left (MIR) (Chile),Chile
1076,Movement of the Revolutionary Left (MIR) (Chile),Chile
1077,Unknown,Colombia
1078,Revolutionary Armed Forces of Colombia (FARC),Colombia
1079,M-19 (Movement of April 19),Colombia
1080,Unknown,Bolivia
1081,Revolutionary Armed Forces of Colombia (FARC),Colombia
1082,Unknown,Bolivia
1083,Unknown,Bolivia
1084,Revolutionary Armed Forces of Colombia (FARC),Colombia
1085,Unknown,Bolivia
1086,Unknown,Bolivia
1087,Commandos,Bolivia
1088,Death Squad,Brazil
1089,Unknown,Bolivia
1090,Revolutionary Armed Forces of Colombia (FARC),Colombia
1091,Revolutionary Armed Forces of Colombia (FARC),Colombia
1092,Revolutionary Armed Forces of Colombia (FARC),Colombia
1093,Unknown,Bolivia
1094,Unknown,Bolivia
1095,Unknown,Colombia
1096,M-19 (Movement of April 19),Colombia
1097,Unknown,Colombia
1098,Unknown,Colombia
1099,Unknown,Colombia
1100,Unknown,Colombia
1101,Unknown,Colombia
1102,Unknown,Colombia
1103,Unknown,Colombia
1104,Unknown,Colombia
1105,Unknown,Colombia
1106,Unknown,Colombia
1107,Unknown,Colombia
1108,Unknown,Colombia
1109,Unknown,Colombia
1110,Unknown,Colombia
1111,Unknown,Colombia
1112,Unknown,Colombia
1113,Unknown,Colombia
1114,Unknown,Colombia
1115,Unknown,Peru
1116,Workers' Self-Defense Movement (MAO),Colombia
1117,Revolutionary Armed Forces of Colombia (FARC),Colombia
1118,Working People's Alliance (WPA),Guyana
1119,Unknown,Chile
1120,Unknown,Peru
1121,Bolivian Socialist Falange,Bolivia
1122,Unknown,Bolivia
1123,Unknown,Bolivia
1124,Bolivian Socialist Falange,Bolivia
1125,Bolivian Socialist Falange,Bolivia
1126,Bolivian Socialist Falange,Bolivia
1127,Bolivian Socialist Falange,Bolivia
1128,Bolivian Socialist Falange,Bolivia
1129,Bolivian Socialist Falange,Bolivia
1130,Workers of the Company,Bolivia
1131,Guerrillas,Colombia
1132,M-19 (Movement of April 19),Colombia
1133,M-19 (Movement of April 19),Colombia
1134,Unknown,Bolivia
1135,Unknown,Bolivia
1136,Unknown,Brazil
1137,Unknown,Brazil
1138,Unknown,Brazil
1139,Unknown,Bolivia
1140,Unknown,Colombia
1141,Unknown,Colombia
1142,Unknown,Colombia
1143,Unknown,Chile
1144,Unknown,Colombia
1145,Death Squad,Brazil
1146,Unknown,Chile
1147,Death Squad,Brazil
1148,Unknown,Bolivia
1149,Unknown,Bolivia
1150,Unknown,Bolivia
1151,Unknown,Peru
1152,Unknown,Brazil
1153,Unknown,Bolivia
1154,Shining Path (SL),Peru
1155,Shining Path (SL),Peru
1156,Unknown,Peru
1157,Movement of the Revolutionary Left (MIR) (Chile),Chile
1158,Movement of the Revolutionary Left (MIR) (Chile),Chile
1159,Movement of the Revolutionary Left (MIR) (Chile),Chile
1160,M-19 (Movement of April 19),Colombia
1161,Unknown,Peru
1162,Unknown,Peru
1163,Revolutionary Armed Forces of Colombia (FARC),Colombia
1164,Unknown,Venezuela
1165,Left-Wing Terrorists,Brazil
1166,Left-Wing Terrorists,Bolivia
1167,Unknown,Argentina
1168,M-19 (Movement of April 19),Colombia
1169,M-19 (Movement of April 19),Colombia
1170,M-19 (Movement of April 19),Colombia
1171,Revolutionary Armed Forces of Colombia (FARC),Colombia
1172,Revolutionary Armed Forces of Colombia (FARC),Colombia
1173,Revolutionary Armed Forces of Colombia (FARC),Colombia
1174,Unknown,Colombia
